date,timestamp_ms,score,rating
2025-02-25,1740528000000,21.25714285714286,extreme fear
2025-02-26,1740614400000,12.757142857142858,extreme fear
2025-02-27,1740700800000,20.657142857142855,extreme fear
2025-03-02,1740960000000,12.342857142857143,extreme fear
2025-03-03,1741046400000,11.042857142857143,extreme fear
2025-03-04,1741132800000,11.514285714285714,extreme fear
2025-03-05,1741219200000,17.2,extreme fear
2025-03-06,1741305600000,17.642857142857146,extreme fear
2025-03-09,1741564800000,17.071428571428573,extreme fear
2025-03-10,1741651200000,15.114285714285716,extreme fear
2025-03-11,1741737600000,15.914285714285715,extreme fear
2025-03-12,1741824000000,15.185714285714287,extreme fear
2025-03-13,1741910400000,22.057142857142857,extreme fear
2025-03-16,1742169600000,22.571428571428573,extreme fear
2025-03-17,1742256000000,22.228571428571428,extreme fear
2025-03-18,1742342400000,24.4285714285714,extreme fear
2025-03-19,1742428800000,24,extreme fear
2025-03-20,1742515200000,25.0285714285714,fear
2025-03-23,1742774400000,29.7714285714286,fear
2025-03-24,1742860800000,30.4571428571429,fear
2025-03-25,1742947200000,27.8,fear
2025-03-26,1743033600000,28.5428571428571,fear
2025-03-27,1743120000000,21.7428571428571,extreme fear
2025-03-30,1743379200000,19.2857142857143,extreme fear
2025-03-31,1743465600000,15.6285714285714,extreme fear
2025-04-01,1743552000000,18.6408163265306,extreme fear
2025-04-02,1743638400000,6.04346076458752,extreme fear
2025-04-03,1743724800000,3.9984126984127,extreme fear
2025-04-06,1743984000000,4.5334637964775,extreme fear
2025-04-07,1744070400000,3.38610038610039,extreme fear
2025-04-08,1744156800000,12.2666666666667,extreme fear
2025-04-09,1744243200000,8.30751879699248,extreme fear
2025-04-10,1744329600000,19.3643784786642,extreme fear
2025-04-13,1744588800000,19.5882783882784,extreme fear
2025-04-14,1744675200000,18.2144665461121,extreme fear
2025-04-15,1744761600000,14.4428571428571,extreme fear
2025-04-16,1744848000000,20.3571428571429,extreme fear
2025-04-17,1744934400000,19.4714285714286,extreme fear
2025-04-20,1745193600000,21.6447971781305,extreme fear
2025-04-21,1745280000000,26.2,fear
2025-04-22,1745366400000,28.4285714285714,fear
2025-04-23,1745452800000,36.8571428571429,fear
2025-04-24,1745539200000,35.3714285714286,fear
2025-04-27,1745798400000,36.3142857142857,fear
2025-04-28,1745884800000,35.7714285714286,fear
2025-04-29,1745971200000,42.6857142857143,fear
2025-04-30,1746057600000,41.4857142857143,fear
2025-05-01,1746144000000,54.4285714285714,neutral
2025-05-04,1746403200000,58.2571428571429,greed
2025-05-05,1746489600000,55.0285714285714,greed
2025-05-06,1746576000000,59.2285714285714,greed
2025-05-07,1746662400000,61.4857142857143,greed
2025-05-08,1746748800000,62.9714285714286,greed
2025-05-11,1747008000000,66.4857142857143,greed
2025-05-12,1747094400000,69,greed
2025-05-13,1747180800000,70.4285714285714,greed
2025-05-14,1747267200000,69.1714285714286,greed
2025-05-15,1747353600000,70.4,greed
2025-05-18,1747612800000,69.4,greed
2025-05-19,1747699200000,68.7428571428571,greed
2025-05-20,1747785600000,65.6857142857143,greed
2025-05-21,1747872000000,65.6,greed
2025-05-22,1747958400000,63.8857142857143,greed
2025-05-26,1748304000000,65.3142857142857,greed
2025-05-27,1748390400000,63.8571428571429,greed
2025-05-28,1748476800000,62.4,greed
2025-05-29,1748563200000,61.6,greed
2025-06-01,1748822400000,54.3142857142857,neutral
2025-06-02,1748908800000,56.1142857142857,greed
2025-06-03,1748995200000,59.1142857142857,greed
2025-06-04,1749081600000,59.3714285714286,greed
2025-06-05,1749168000000,60.8571428571429,greed
2025-06-08,1749427200000,62.2,greed
2025-06-09,1749513599000,62.2,greed
